"Hashtags","Posts","Search Volume (Average)","Search Volume (Jun 2022)","Search Volume (Jul 2022)","Search Volume (Aug 2022)","Search Volume (Sep 2022)","Search Volume (Oct 2022)","Search Volume (Nov 2022)","Search Volume (Dec 2022)","Search Volume (Jan 2023)","Search Volume (Feb 2023)","Search Volume (Mar 2023)","Search Volume (Apr 2023)","Search Volume (May 2023)","Trend","Average CPC (USD)","Competition"
"#languagecoaches","592","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebeyondbusiness","591","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagepassport","587","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageteacherfamily","582","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagebird","580","50","50","60","60","40","40","30","50","50","40","40","60","90","80","0","0"
"#languagemap","577","60","60","40","50","50","50","50","60","50","60","50","90","120","100","0","0"
"#languagepassion","577","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagehack","576","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagereclamation","574","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewhale","573","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefarm","572","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagevillage","570","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagechallenges","567","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageclassroom","564","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageoflearning","559","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#clanguageforbeginers","556","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagephilosophy","555","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageinterpretation","554","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageincontext","552","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofstyle","552","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageforce","551","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagepolice","550","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebarrierproblems","549","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageblr","547","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegroup","545","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#dlanguage","545","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageducorps","543","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageartsclass","541","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageconnection","537","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagekingdom","537","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagealchemy","534","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelink_orenburg","534","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageline","534","30","10","10","10","30","60","10","10","40","30","10","40","40","300","0","2"
"#languagemix","534","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#language101","534","10","10","10","10","10","10","10","10","10","10","10","10","30","200","0","10"
"#languageofgods","532","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearningtip","529","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageoflove❤️","529","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageties","527","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagecomprehension","524","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageconference","522","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelab_vidnoe","522","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewarrior","517","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewithoutwords","515","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#2languagetuesdayz","515","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageloversau","514","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexams","512","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageadvice","510","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearningchallenge","506","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagematerials","506","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageimprovement","505","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexpress","503","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageclubstairakhaamuntai","501","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagementor","498","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecourseabroad","496","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageismigrant","496","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecouch","495","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofhair","494","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageiskey","488","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#alanguageofourown","487","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageu","484","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageartsclassroom","479","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofcoaching","475","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagehelp","474","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearninggoals","473","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebooster","472","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagevideo","467","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#slanguagestudio","466","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagenobarrier","461","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageinstruction","455","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofphotography","455","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagekeepers","454","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemachine","453","180","180","90","270","330","220","140","120","180","180","220","140","180","0","0","0"
"#languagepoint","453","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagepantheon","448","40","90","40","50","30","30","10","30","40","10","30","30","30","-67","0","0"
"#languageforall","447","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetracker","447","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageobjects","441","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageboost","440","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","14"
"#languagefunchallenge","440","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#xlanguage","440","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagepuns","439","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewizart","439","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedifficulties","437","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetherapy4kids","437","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagednb","436","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageaccount","432","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagethroughplay","428","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageprocessingdisorder","427","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageinternational","426","30","10","10","10","30","30","10","10","10","10","30","30","40","300","2.53","24"
"#languageexchangepp","423","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelinesolutions","422","90","60","50","90","120","140","120","50","90","90","60","90","60","0","0","1"
"#clanguagebasics","421","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegarden","419","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageexchangesevilla","418","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageartsteachers","411","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageuse","410","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagejoke","408","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageclouddigital","407","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedope","407","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageimmersionschool","407","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagerichenvironment","406","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageediting","404","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewarriors","402","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagec","398","500","410","410","500","620","500","620","410","620","500","410","330","410","0","0","1"
"#languagelink_atyrau","398","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegeneration","395","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewire","394","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagegroups","393","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#language15anos","391","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecafé","388","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageinvention","383","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagejourneys","382","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetree","382","120","60","60","120","140","90","90","90","140","120","120","90","90","50","0","0"
"#languageoftheflowers","381","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearningquotes","380","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefluent","375","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageknowledge","375","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecareers","373","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageevent","373","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedivaofhiphoptv","372","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebasedlearningdisabilities","369","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecomics","367","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#language360","367","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#clanguages","366","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageitaly","365","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexchangeireland","365","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageuniversity","363","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebrainforkids","361","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearningnetwork","361","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageholidayinitaly","360","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebujo","356","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecomedy","354","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagerobot","354","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagechat","353","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemarket","352","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagevariation","352","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageworkshops","352","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageessentials","349","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexamination2020","348","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemajor","347","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageandpower","346","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagerich","342","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageuniverse","339","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageunite","338","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageandlinguistics","337","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofquran","337","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagerules","336","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefamilies","335","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagevocabulary","335","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemixer","334","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#8languages","331","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#dlanguagelearner","330","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageeducationcenter","330","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageoflistening","330","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegrowth","327","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagequeen","327","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebulletjournal","325","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageinart","325","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageartscrew","325","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagekeeper","325","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageninjas","324","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#slanguagelive","322","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexplorers","321","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageaccessforall","320","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelessonsforalivingeducation","320","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexchangebogotá","320","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagediscrimination","317","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemyths","317","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#nlanguagefaro","316","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageeducator","314","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#3language","313","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetasting","312","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegeeks","311","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecorporel","309","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageroute","308","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagepedagogy","308","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedesign","307","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedivaofhiphoptv📺","303","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearningmethods","301","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#qlanguagehongkong","301","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefails","300","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageoflingerie","298","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#planguage","296","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagetests","296","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#clanguagetutorial","290","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageflashcards","290","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagevol3","290","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagenews","289","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagevol2","288","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegoal","287","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageacademyaustralia","287","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedevice","285","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebasics","285","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagepolitics","284","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagerevitalisation","283","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegrammar","282","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagerecruitment","282","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegap","280","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexchanges","280","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearningbase","279","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagebox","278","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagefika","278","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetechniques","278","330","330","30","60","410","330","620","140","500","410","410","270","620","88","0","0"
"#languagefrançaise","277","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebooksforkids","276","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexchangepartner","276","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageforbreakfast","275","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageworkout","275","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefreaks","271","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagenight","263","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefunfact","263","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagee","262","15500","19000","15500","12700","12700","12700","19000","12700","15500","12700","12700","12700","15500","-18","0.48","3"
"#languagebasedlearning","260","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#blanguagesnds","260","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#slanguageburiers","260","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewar","260","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#clanguagebasic","259","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageretreat","257","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageerotic","254","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#elanguagear","254","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewithoutborders","254","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefocus","253","50","10","10","10","140","120","90","10","120","50","10","10","90","800","0.15","0"
"#languagedevelopmentactivity","251","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemontessori","250","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageroom","249","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetech","245","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagefrench","244","1700","1700","1300","1700","2100","2100","2100","2100","2100","1700","2100","1700","2100","24","0.63","5"
"#languagedegree","243","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageinuse","243","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageplanning","243","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagedoesntmatter","242","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedoor","242","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagetheory","242","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagenergy","241","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetheatreindonesia","240","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagezone","236","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagex","236","10","10","10","10","10","10","10","10","10","10","30","10","10","0","0","0"
"#languageresource","235","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefanatic","234","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageforbeginners","234","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagechats","233","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexchangeclubvld","232","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexchangeinseoul","231","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageisourcrown","230","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#2language","230","10","30","10","40","10","10","10","10","10","10","10","10","10","-67","0","0"
"#qlanguage","229","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageukcanterbury","228","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#llanguage","226","15500","19000","15500","12700","12700","12700","19000","12700","15500","12700","12700","12700","15500","-18","0.48","3"
"#languagediaspora","226","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#elanguagesacademy","224","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebasedlearningdifferences","223","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageidentity","222","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageupgrader","222","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageisavirusfromouterspace","221","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecar","220","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemeeting","220","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemaps","219","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageandgender","218","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageadminservice","217","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofflowersbook","217","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagehumour","214","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageterritory","214","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofbirth","213","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegerman","210","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageuk","210","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagefacilitation","209","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagevacation","208","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemasteracademy","207","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagerange","207","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageninja","206","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageolympics","206","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedivaofhiphoptv💎","205","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecheck","204","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagebooksinaustralia","202","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#elanguagecenter","202","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagekitchen","200","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofdogs","200","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagekids","199","10","30","10","10","10","10","30","10","10","10","10","10","10","-67","0","13"
"#languagedisordersinchildren","198","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebloggersclub","198","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#alanguageoflife","197","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#alanguagelearner","196","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedesoiseaux","194","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageb","194","15500","19000","15500","12700","12700","12700","19000","12700","15500","12700","12700","12700","15500","-18","0.48","3"
"#languagenrules","194","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageunderstanding","194","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageusage","194","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetattoo","194","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewall","193","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecert_selt_international_esol","192","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegoals2021","190","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#clanguagenotes","190","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagenights","190","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebookstore","189","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemagic","188","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagehome","188","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagevariety","187","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecreatesreality","186","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
